"","POSIXct","inds","stat","statArg","variable","value","variableGroup","fileGroup"
"925",2009-11-08 12:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"926",2009-11-08 13:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"927",2009-11-08 14:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"928",2009-11-08 15:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"929",2009-11-08 16:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"930",2009-11-08 17:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"931",2009-11-08 18:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"932",2009-11-08 19:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"933",2009-11-08 20:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"934",2009-11-08 21:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"935",2009-11-08 22:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"936",2009-11-08 23:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"937",2009-11-09 00:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"938",2009-11-09 01:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"939",2009-11-09 02:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"940",2009-11-09 03:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"941",2009-11-09 04:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"942",2009-11-09 05:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"943",2009-11-09 06:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"944",2009-11-09 07:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"945",2009-11-09 08:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"946",2009-11-09 09:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"947",2009-11-09 10:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"948",2009-11-09 11:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"949",2009-11-09 12:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"950",2009-11-09 13:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"951",2009-11-09 14:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"952",2009-11-09 15:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"953",2009-11-09 16:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"954",2009-11-09 17:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"955",2009-11-09 18:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"956",2009-11-09 19:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"957",2009-11-09 20:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"958",2009-11-09 21:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"959",2009-11-09 22:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"960",2009-11-09 23:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"961",2009-11-10 00:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"962",2009-11-10 01:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"963",2009-11-10 02:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"964",2009-11-10 03:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"965",2009-11-10 04:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"966",2009-11-10 05:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"967",2009-11-10 06:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"968",2009-11-10 07:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"969",2009-11-10 08:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"970",2009-11-10 09:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"971",2009-11-10 10:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"972",2009-11-10 11:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"973",2009-11-10 12:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"974",2009-11-10 13:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"975",2009-11-10 14:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"976",2009-11-10 15:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"977",2009-11-10 16:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"978",2009-11-10 17:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"979",2009-11-10 18:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"980",2009-11-10 19:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"981",2009-11-10 20:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"982",2009-11-10 21:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"983",2009-11-10 22:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"984",2009-11-10 23:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"985",2009-11-11 00:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"986",2009-11-11 01:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"987",2009-11-11 02:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"988",2009-11-11 03:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"989",2009-11-11 04:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"990",2009-11-11 05:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"991",2009-11-11 06:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"992",2009-11-11 07:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"993",2009-11-11 08:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"994",2009-11-11 09:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"995",2009-11-11 10:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"996",2009-11-11 11:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"997",2009-11-11 12:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"998",2009-11-11 13:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"999",2009-11-11 14:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1000",2009-11-11 15:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1001",2009-11-11 16:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1002",2009-11-11 17:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1003",2009-11-11 18:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1004",2009-11-11 19:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1005",2009-11-11 20:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1006",2009-11-11 21:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1007",2009-11-11 22:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1008",2009-11-11 23:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1009",2009-11-12 00:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1010",2009-11-12 01:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1011",2009-11-12 02:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1012",2009-11-12 03:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1013",2009-11-12 04:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1014",2009-11-12 05:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1015",2009-11-12 06:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1016",2009-11-12 07:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1017",2009-11-12 08:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1018",2009-11-12 09:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1019",2009-11-12 10:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1020",2009-11-12 11:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1021",2009-11-12 12:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1022",2009-11-12 13:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1023",2009-11-12 14:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1024",2009-11-12 15:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1025",2009-11-12 16:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1026",2009-11-12 17:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1027",2009-11-12 18:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1028",2009-11-12 19:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1029",2009-11-12 20:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1030",2009-11-12 21:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1031",2009-11-12 22:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1032",2009-11-12 23:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1033",2009-11-13 00:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1034",2009-11-13 01:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1035",2009-11-13 02:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1036",2009-11-13 03:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1037",2009-11-13 04:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1038",2009-11-13 05:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1039",2009-11-13 06:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1040",2009-11-13 07:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1041",2009-11-13 08:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1042",2009-11-13 09:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1043",2009-11-13 10:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1044",2009-11-13 11:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1045",2009-11-13 12:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1046",2009-11-13 13:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1047",2009-11-13 14:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1048",2009-11-13 15:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1049",2009-11-13 16:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1050",2009-11-13 17:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1051",2009-11-13 18:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1052",2009-11-13 19:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1053",2009-11-13 20:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1054",2009-11-13 21:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1055",2009-11-13 22:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1056",2009-11-13 23:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1057",2009-11-14 00:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1058",2009-11-14 01:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1059",2009-11-14 02:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1060",2009-11-14 03:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1061",2009-11-14 04:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1062",2009-11-14 05:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1063",2009-11-14 06:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1064",2009-11-14 07:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1065",2009-11-14 08:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1066",2009-11-14 09:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1067",2009-11-14 10:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1068",2009-11-14 11:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1069",2009-11-14 12:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1070",2009-11-14 13:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1071",2009-11-14 14:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1072",2009-11-14 15:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1073",2009-11-14 16:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1074",2009-11-14 17:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1075",2009-11-14 18:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1076",2009-11-14 19:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1077",2009-11-14 20:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1078",2009-11-14 21:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1079",2009-11-14 22:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1080",2009-11-14 23:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1081",2009-11-15 00:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1082",2009-11-15 01:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1083",2009-11-15 02:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1084",2009-11-15 03:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1085",2009-11-15 04:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1086",2009-11-15 05:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1087",2009-11-15 06:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1088",2009-11-15 07:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1089",2009-11-15 08:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1090",2009-11-15 09:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1091",2009-11-15 10:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1092",2009-11-15 11:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1093",2009-11-15 12:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1094",2009-11-15 13:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1095",2009-11-15 14:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1096",2009-11-15 15:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1097",2009-11-15 16:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1098",2009-11-15 17:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1099",2009-11-15 18:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1100",2009-11-15 19:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1101",2009-11-15 20:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1102",2009-11-15 21:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1103",2009-11-15 22:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1104",2009-11-15 23:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1105",2009-11-16 00:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1106",2009-11-16 01:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1107",2009-11-16 02:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1108",2009-11-16 03:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1109",2009-11-16 04:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1110",2009-11-16 05:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1111",2009-11-16 06:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1112",2009-11-16 07:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1113",2009-11-16 08:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1114",2009-11-16 09:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1115",2009-11-16 10:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1116",2009-11-16 11:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1117",2009-11-16 12:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1118",2009-11-16 13:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1119",2009-11-16 14:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1120",2009-11-16 15:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1121",2009-11-16 16:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1122",2009-11-16 17:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1123",2009-11-16 18:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1124",2009-11-16 19:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1125",2009-11-16 20:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1126",2009-11-16 21:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1127",2009-11-16 22:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1128",2009-11-16 23:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1129",2009-11-17 00:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1130",2009-11-17 01:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1131",2009-11-17 02:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1132",2009-11-17 03:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1133",2009-11-17 04:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1134",2009-11-17 05:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1135",2009-11-17 06:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1136",2009-11-17 07:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1137",2009-11-17 08:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1138",2009-11-17 09:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1139",2009-11-17 10:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1140",2009-11-17 11:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1141",2009-11-17 12:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1142",2009-11-17 13:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1143",2009-11-17 14:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1144",2009-11-17 15:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1145",2009-11-17 16:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1146",2009-11-17 17:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1147",2009-11-17 18:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1148",2009-11-17 19:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1149",2009-11-17 20:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1150",2009-11-17 21:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1151",2009-11-17 22:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1152",2009-11-17 23:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1153",2009-11-18 00:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1154",2009-11-18 01:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1155",2009-11-18 02:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1156",2009-11-18 03:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1157",2009-11-18 04:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1158",2009-11-18 05:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1159",2009-11-18 06:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1160",2009-11-18 07:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1161",2009-11-18 08:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1162",2009-11-18 09:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1163",2009-11-18 10:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1164",2009-11-18 11:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1165",2009-11-18 12:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1166",2009-11-18 13:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1167",2009-11-18 14:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1168",2009-11-18 15:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1169",2009-11-18 16:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1170",2009-11-18 17:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1171",2009-11-18 18:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1172",2009-11-18 19:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1173",2009-11-18 20:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1174",2009-11-18 21:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1175",2009-11-18 22:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1176",2009-11-18 23:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1177",2009-11-19 00:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1178",2009-11-19 01:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1179",2009-11-19 02:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1180",2009-11-19 03:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1181",2009-11-19 04:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1182",2009-11-19 05:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1183",2009-11-19 06:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1184",2009-11-19 07:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1185",2009-11-19 08:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1186",2009-11-19 09:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1187",2009-11-19 10:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1188",2009-11-19 11:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1189",2009-11-19 12:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1190",2009-11-19 13:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1191",2009-11-19 14:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1192",2009-11-19 15:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1193",2009-11-19 16:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1194",2009-11-19 17:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1195",2009-11-19 18:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1196",2009-11-19 19:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1197",2009-11-19 20:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1198",2009-11-19 21:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1199",2009-11-19 22:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1200",2009-11-19 23:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1201",2009-11-20 00:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1202",2009-11-20 01:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1203",2009-11-20 02:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1204",2009-11-20 03:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1205",2009-11-20 04:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1206",2009-11-20 05:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1207",2009-11-20 06:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1208",2009-11-20 07:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1209",2009-11-20 08:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1210",2009-11-20 09:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1211",2009-11-20 10:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1212",2009-11-20 11:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1213",2009-11-20 12:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1214",2009-11-20 13:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1215",2009-11-20 14:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1216",2009-11-20 15:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1217",2009-11-20 16:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1218",2009-11-20 17:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1219",2009-11-20 18:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1220",2009-11-20 19:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1221",2009-11-20 20:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1222",2009-11-20 21:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1223",2009-11-20 22:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1224",2009-11-20 23:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1225",2009-11-21 00:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1226",2009-11-21 01:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1227",2009-11-21 02:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1228",2009-11-21 03:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1229",2009-11-21 04:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1230",2009-11-21 05:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1231",2009-11-21 06:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1232",2009-11-21 07:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1233",2009-11-21 08:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1234",2009-11-21 09:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1235",2009-11-21 10:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1236",2009-11-21 11:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1237",2009-11-21 12:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1238",2009-11-21 13:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1239",2009-11-21 14:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1240",2009-11-21 15:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1241",2009-11-21 16:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1242",2009-11-21 17:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1243",2009-11-21 18:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1244",2009-11-21 19:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1245",2009-11-21 20:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1246",2009-11-21 21:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1247",2009-11-21 22:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1248",2009-11-21 23:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1249",2009-11-22 00:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1250",2009-11-22 01:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1251",2009-11-22 02:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1252",2009-11-22 03:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1253",2009-11-22 04:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1254",2009-11-22 05:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1255",2009-11-22 06:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1256",2009-11-22 07:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1257",2009-11-22 08:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
"1258",2009-11-22 09:00:00,"1:1","-","-","streamflow",0,"Q","hydro"
